tier,id,content,tier_name,tier_type,time_start,time_end,source,linguist,language
1,94,a hma le thai li thi,Adèle_Transcription-txt-mkt,Phrases,422.227,423.425,vamale-180809-1_LR.eaf,FALSE,va
1,95,yo i nyaeung xahan evap tha xha vap,Adèle_Transcription-txt-mkt,Phrases,424.297,427.574,vamale-180809-1_LR.eaf,FALSE,va
1,96,thake wadat,Adèle_Transcription-txt-mkt,Phrases,428.502,429.405,vamale-180809-1_LR.eaf,FALSE,va
1,97,tania tha thake wadat,Adèle_Transcription-txt-mkt,Phrases,429.616,431.126,vamale-180809-1_LR.eaf,FALSE,va
1,98,tha a hân pêche tha fe vwa tha a la-pêche,Adèle_Transcription-txt-mkt,Phrases,431.331,434.396,vamale-180809-1_LR.eaf,FALSE,va
2,69,kona tha paa wanke,Jean_Transcription-txt-mkt,Phrases,436.842,438.106,vamale-180809-1_LR.eaf,TRUE,va
1,99,m,Adèle_Transcription-txt-mkt,Phrases,438.088,438.551,vamale-180809-1_LR.eaf,FALSE,va
2,70,ah oui euh,Jean_Transcription-txt-mkt,Phrases,442.442,444.026,vamale-180809-1_LR.eaf,TRUE,fr
2,71,cahma i hân thake bale ka thake ,Jean_Transcription-txt-mkt,Phrases,445.274,450.818,vamale-180809-1_LR.eaf,TRUE,va
2,72,ka fuu li aman,Jean_Transcription-txt-mkt,Phrases,451.073,453.406,vamale-180809-1_LR.eaf,TRUE,va
2,73,est-ce que,Jean_Transcription-txt-mkt,Phrases,455.517,456.735,vamale-180809-1_LR.eaf,TRUE,va
2,74,si jamais on va dans une maison,Jean_Transcription-txt-mkt,Phrases,457.935,461.404,vamale-180809-1_LR.eaf,TRUE,fr
2,75,est-ce que y a des trucs qui qu'est-ce qui compte comme maison propre?,Jean_Transcription-txt-mkt,Phrases,462.893,472.15,vamale-180809-1_LR.eaf,TRUE,fr
2,76,chez nous les Blancs si on voit de la poussière des petites boulettes de poussière qui qui sont en bas c'est que y a quelqu'un qui a pas passé le balais ou la serpillière,Jean_Transcription-txt-mkt,Phrases,472.359,482.412,vamale-180809-1_LR.eaf,TRUE,fr
2,77,on est pas censé voir encore des restants de manger sur la table,Jean_Transcription-txt-mkt,Phrases,482.676,486.36,vamale-180809-1_LR.eaf,TRUE,fr
2,78,cahni na hmwaeke,Jean_Transcription-txt-mkt,Phrases,489.31,490.87,vamale-180809-1_LR.eaf,TRUE,va
1,100,cahni mwan ceme hut can marché après vi nyako li thamo li aman a le vwa,Adèle_Transcription-txt-mkt,Phrases,491.569,496.426,vamale-180809-1_LR.eaf,FALSE,fr
1,101,ka calibeen le vwa le hnyimake ka calibeen le mu vaadanke,Adèle_Transcription-txt-mkt,Phrases,497.038,501.221,vamale-180809-1_LR.eaf,FALSE,va
1,102,après hma e mu weke,Adèle_Transcription-txt-mkt,Phrases,501.643,503.237,vamale-180809-1_LR.eaf,FALSE,va
1,103,hapi cipa le vwa ehni cipa le vwa ehni après le vi hapi ûhû cipa le xaleke,Adèle_Transcription-txt-mkt,Phrases,503.56,507.547,vamale-180809-1_LR.eaf,FALSE,va
1,104,le vaadanke hê le,Adèle_Transcription-txt-mkt,Phrases,507.927,509.212,vamale-180809-1_LR.eaf,FALSE,va
1,105,koma tha le kon vwa li mobilisle hai le pa ja suu yee le paa aman,Adèle_Transcription-txt-mkt,Phrases,510.229,515.138,vamale-180809-1_LR.eaf,FALSE,va
2,79,hmain li li vaaya,Jean_Transcription-txt-mkt,Phrases,518.096,520.286,vamale-180809-1_LR.eaf,TRUE,va
2,80,li li that a gavwe cami,Jean_Transcription-txt-mkt,Phrases,528.895,531.712,vamale-180809-1_LR.eaf,TRUE,va
2,81,li that li,Jean_Transcription-txt-mkt,Phrases,532.367,532.922,vamale-180809-1_LR.eaf,TRUE,va
1,106, buke,Adèle_Transcription-txt-mkt,Phrases,532.931,533.611,vamale-180809-1_LR.eaf,FALSE,va
2,82,buke,Jean_Transcription-txt-mkt,Phrases,533.654,533.968,vamale-180809-1_LR.eaf,TRUE,va
2,83,na hmainle,Jean_Transcription-txt-mkt,Phrases,538.557,539.192,vamale-180809-1_LR.eaf,TRUE,va
2,84,hmain li hmain li that,Jean_Transcription-txt-mkt,Phrases,540.039,541.801,vamale-180809-1_LR.eaf,TRUE,va
2,85,cahni ca we hava tha,Jean_Transcription-txt-mkt,Phrases,542.677,544.228,vamale-180809-1_LR.eaf,TRUE,va
1,107,theganpaik can wanaa,Adèle_Transcription-txt-mkt,Phrases,545.736,547.42,vamale-180809-1_LR.eaf,FALSE,va
1,108,hmain li that,Adèle_Transcription-txt-mkt,Phrases,547.644,548.673,vamale-180809-1_LR.eaf,FALSE,va
2,86,ka i na bo xaahni i we ,Jean_Transcription-txt-mkt,Phrases,549.095,551.028,vamale-180809-1_LR.eaf,TRUE,va
1,109,nyecan mwa ê mu xaahni we ê,Adèle_Transcription-txt-mkt,Phrases,552.047,554.618,vamale-180809-1_LR.eaf,FALSE,va
2,87,goon ma go,Jean_Transcription-txt-mkt,Phrases,555.337,556.816,vamale-180809-1_LR.eaf,TRUE,va
2,88,vwa i da nyako li,Jean_Transcription-txt-mkt,Phrases,556.816,559.076,vamale-180809-1_LR.eaf,TRUE,va
2,89,nyaabu,Jean_Transcription-txt-mkt,Phrases,559.547,561.19,vamale-180809-1_LR.eaf,TRUE,va
1,110,go fe go uleke thalepwa li we can hê go uleke li we can,Adèle_Transcription-txt-mkt,Phrases,561.388,564.912,vamale-180809-1_LR.eaf,FALSE,en
1,111,kona le tha le vwa sono tha le mulip ko i we tha,Adèle_Transcription-txt-mkt,Phrases,565.714,569.5,vamale-180809-1_LR.eaf,FALSE,va
2,90,na ma go nya aman can hai,Jean_Transcription-txt-mkt,Phrases,571.921,574.377,vamale-180809-1_LR.eaf,TRUE,va
1,112,na ma go nya hê,Adèle_Transcription-txt-mkt,Phrases,575.061,576.101,vamale-180809-1_LR.eaf,FALSE,va
1,113,nya li da,Adèle_Transcription-txt-mkt,Phrases,576.291,577.786,vamale-180809-1_LR.eaf,FALSE,va
1,114,li aman kon cipa caihna vi li da hê ma,Adèle_Transcription-txt-mkt,Phrases,579.313,581.694,vamale-180809-1_LR.eaf,FALSE,va
1,115,hai il faut ma go xhwata uleke li we can uleke,Adèle_Transcription-txt-mkt,Phrases,582.059,585.019,vamale-180809-1_LR.eaf,FALSE,va
1,116,kavi ma go xaleke juu vaa hmain,Adèle_Transcription-txt-mkt,Phrases,585.862,588.139,vamale-180809-1_LR.eaf,FALSE,va
2,91,hmain ka cama i wadan ka les saisons?,Jean_Transcription-txt-mkt,Phrases,588.627,594.438,vamale-180809-1_LR.eaf,TRUE,va
1,117,tha buco kon we jaa nyabu,Adèle_Transcription-txt-mkt,Phrases,594.68,597.569,vamale-180809-1_LR.eaf,FALSE,va
2,92,ka vwa li aman nyako pour pas que ça pique trop ou pour pas que ça démange trop ou je sais pas,Jean_Transcription-txt-mkt,Phrases,599.433,605.262,vamale-180809-1_LR.eaf,TRUE,fr
1,118,i that  ,Adèle_Transcription-txt-mkt,Phrases,605.817,609.161,vamale-180809-1_LR.eaf,FALSE,va
1,119,cipe caihnan hapi udee kan i da hê,Adèle_Transcription-txt-mkt,Phrases,609.475,613.104,vamale-180809-1_LR.eaf,FALSE,va
1,120,cipe caihnan hapi udee i da,Adèle_Transcription-txt-mkt,Phrases,613.822,615.406,vamale-180809-1_LR.eaf,FALSE,va
2,93,vwa yee pwan jelan jati go goon ma go passer dans la fumée li doon ka i hmuun go xahnang nyako li nyabu,Jean_Transcription-txt-mkt,Phrases,617.859,631.427,vamale-180809-1_LR.eaf,TRUE,va
2,94,cahni ca li can pwan bwan can jaahoot,Jean_Transcription-txt-mkt,Phrases,631.735,635.702,vamale-180809-1_LR.eaf,TRUE,va
1,121,abe abe mu hut thai li xhaapwe pinus,Adèle_Transcription-txt-mkt,Phrases,636.373,638.952,vamale-180809-1_LR.eaf,FALSE,va
1,122,abe mu cini,Adèle_Transcription-txt-mkt,Phrases,639.278,640.594,vamale-180809-1_LR.eaf,FALSE,va
1,123,ma hân i hmu hê ma vwa i hmu,Adèle_Transcription-txt-mkt,Phrases,640.843,643.003,vamale-180809-1_LR.eaf,FALSE,va
2,95,xhapwe pinus,Jean_Transcription-txt-mkt,Phrases,643.271,644.563,vamale-180809-1_LR.eaf,TRUE,va
1,124,m xhapwe pinus,Adèle_Transcription-txt-mkt,Phrases,644.23,645.823,vamale-180809-1_LR.eaf,FALSE,va
2,96,ka i buman a xahnang,Jean_Transcription-txt-mkt,Phrases,646.205,647.677,vamale-180809-1_LR.eaf,TRUE,va
1,125,hê i buman xahnang,Adèle_Transcription-txt-mkt,Phrases,648.131,649.592,vamale-180809-1_LR.eaf,FALSE,va
2,97,ah oui,Jean_Transcription-txt-mkt,Phrases,655.81,656.487,vamale-180809-1_LR.eaf,TRUE,va
2,98,cama,Jean_Transcription-txt-mkt,Phrases,656.705,657.601,vamale-180809-1_LR.eaf,TRUE,va
2,99,cahma i vaaya ca xhoogo mwa vwa li,Jean_Transcription-txt-mkt,Phrases,658.102,662.26,vamale-180809-1_LR.eaf,TRUE,va
2,100,cama vwa i ,Jean_Transcription-txt-mkt,Phrases,663.49,665.46,vamale-180809-1_LR.eaf,TRUE,va
2,101,nyain xayu,Jean_Transcription-txt-mkt,Phrases,665.675,666.759,vamale-180809-1_LR.eaf,TRUE,va
2,102,li nyain thamo ka vwa li nyain xayu,Jean_Transcription-txt-mkt,Phrases,667.237,670.968,vamale-180809-1_LR.eaf,TRUE,va
2,103,tha vwa eca vaaya,Jean_Transcription-txt-mkt,Phrases,671.361,674.08,vamale-180809-1_LR.eaf,TRUE,va
2,104,a bo vwa ka i,Jean_Transcription-txt-mkt,Phrases,674.735,675.894,vamale-180809-1_LR.eaf,TRUE,va
2,105,i xayu hato?,Jean_Transcription-txt-mkt,Phrases,676.259,677.695,vamale-180809-1_LR.eaf,TRUE,va
2,106,y a des travaux qu'on laisse toujours aux garçons ou la fille elle peut tout faire?,Jean_Transcription-txt-mkt,Phrases,678.67,684.314,vamale-180809-1_LR.eaf,TRUE,fr
1,126,mwa na vwa i xhwaawe xaya xahan,Adèle_Transcription-txt-mkt,Phrases,684.893,687.473,vamale-180809-1_LR.eaf,FALSE,va
1,127,i neveune na xahan,Adèle_Transcription-txt-mkt,Phrases,687.755,688.936,vamale-180809-1_LR.eaf,FALSE,va
1,128,a,Adèle_Transcription-txt-mkt,Phrases,689.656,690.757,vamale-180809-1_LR.eaf,FALSE,va
1,129,ya ma thamo tha hân suu yee,Adèle_Transcription-txt-mkt,Phrases,691.286,693.265,vamale-180809-1_LR.eaf,FALSE,va
1,130,savi uvu lu ma i hao nea,Adèle_Transcription-txt-mkt,Phrases,693.654,695.751,vamale-180809-1_LR.eaf,FALSE,va
1,131,tha lu hut savi tha tame ha lu vwa ila,Adèle_Transcription-txt-mkt,Phrases,696.199,699.014,vamale-180809-1_LR.eaf,FALSE,va
1,132,calibeen ma le moo ma li ehni ebeele,Adèle_Transcription-txt-mkt,Phrases,700.013,702.601,vamale-180809-1_LR.eaf,FALSE,va
1,133,après le hân suu yee,Adèle_Transcription-txt-mkt,Phrases,702.854,704.191,vamale-180809-1_LR.eaf,FALSE,fr
1,134,na cada hame le thuua,Adèle_Transcription-txt-mkt,Phrases,704.557,706.276,vamale-180809-1_LR.eaf,FALSE,va
2,107,alors ehni a,Jean_Transcription-txt-mkt,Phrases,714.166,716.139,vamale-180809-1_LR.eaf,TRUE,va
2,108,vaang cama ca,Jean_Transcription-txt-mkt,Phrases,717.623,719.131,vamale-180809-1_LR.eaf,TRUE,va
2,109,fwajimwake aman,Jean_Transcription-txt-mkt,Phrases,721.93,723.37,vamale-180809-1_LR.eaf,TRUE,va
2,110,ma kavi vatan li wadan mulip thamo,Jean_Transcription-txt-mkt,Phrases,723.846,726.935,vamale-180809-1_LR.eaf,TRUE,va
2,111,thapokekan na bo ai,Jean_Transcription-txt-mkt,Phrases,729.816,731.769,vamale-180809-1_LR.eaf,TRUE,va
2,112,i hma,Jean_Transcription-txt-mkt,Phrases,731.978,732.744,vamale-180809-1_LR.eaf,TRUE,va
2,113,comment dire vwa i vwa i bebe pwecake vwa i mixalada,Jean_Transcription-txt-mkt,Phrases,739.735,745.329,vamale-180809-1_LR.eaf,TRUE,va
1,135,a xhwalo,Adèle_Transcription-txt-mkt,Phrases,745.784,747.101,vamale-180809-1_LR.eaf,FALSE,va
1,136,a tabo,Adèle_Transcription-txt-mkt,Phrases,748.04,748.851,vamale-180809-1_LR.eaf,FALSE,va
1,137,paa i hân,Adèle_Transcription-txt-mkt,Phrases,749.368,750.158,vamale-180809-1_LR.eaf,FALSE,va
2,114,ka a bo xhwaawe,Jean_Transcription-txt-mkt,Phrases,752.668,753.658,vamale-180809-1_LR.eaf,TRUE,va
2,115,<jusqu'à quel âge à peu près>,Jean_Transcription-txt-mkt,Phrases,753.658,755.618,vamale-180809-1_LR.eaf,TRUE,fr
1,138,m cama ja xhopwea ma,Adèle_Transcription-txt-mkt,Phrases,757.562,759.026,vamale-180809-1_LR.eaf,FALSE,va
1,139,hmwaka na,Adèle_Transcription-txt-mkt,Phrases,759.366,760.11,vamale-180809-1_LR.eaf,FALSE,va
1,140,<deux ans trois ans> ê ena o hamwala,Adèle_Transcription-txt-mkt,Phrases,760.408,762.693,vamale-180809-1_LR.eaf,FALSE,fr
1,141,hê na ma ja thapoke hân pala,Adèle_Transcription-txt-mkt,Phrases,763.085,765.703,vamale-180809-1_LR.eaf,FALSE,va
1,142,<deux ans trois ans> ja ta can sohmun,Adèle_Transcription-txt-mkt,Phrases,765.995,768.423,vamale-180809-1_LR.eaf,FALSE,fr
1,143,quatre ans cinq ans ma mu ja xhopwea pala thuan,Adèle_Transcription-txt-mkt,Phrases,769.961,773.23,vamale-180809-1_LR.eaf,FALSE,fr
2,116,ka pwecake vwa,Jean_Transcription-txt-mkt,Phrases,774.786,777.215,vamale-180809-1_LR.eaf,TRUE,va
2,117,est-ce que,Jean_Transcription-txt-mkt,Phrases,777.489,778.197,vamale-180809-1_LR.eaf,TRUE,va
2,118,est-ce qu'il y a une différence entre xhwaawe et xawe,Jean_Transcription-txt-mkt,Phrases,778.504,781.093,vamale-180809-1_LR.eaf,TRUE,fr
2,119,différence entre enfance et je sais pas jeunesse ou adolescence,Jean_Transcription-txt-mkt,Phrases,781.623,784.682,vamale-180809-1_LR.eaf,TRUE,fr
2,120,<elle est pas encore une femme mais elle est déjà une jeune fille>,Jean_Transcription-txt-mkt,Phrases,785.043,787.369,vamale-180809-1_LR.eaf,TRUE,fr
2,121,y a une petite une fille. y a ça ou on fait pas trop une différence?,Jean_Transcription-txt-mkt,Phrases,789.018,792.346,vamale-180809-1_LR.eaf,TRUE,fr
1,144,na cama ja xhopwea ma ja vwa nyain mwa a ma na pa ja thamo xhaohmu pa ja thamo ,Adèle_Transcription-txt-mkt,Phrases,792.686,798.856,vamale-180809-1_LR.eaf,FALSE,va
1,145,thamo,Adèle_Transcription-txt-mkt,Phrases,800.237,801.08,vamale-180809-1_LR.eaf,FALSE,va
1,146,cama tha bwa xhwaawe bwa,Adèle_Transcription-txt-mkt,Phrases,801.396,803.718,vamale-180809-1_LR.eaf,FALSE,va
1,147,tha bwa jeune fille hê bwa xhwaawe thamo,Adèle_Transcription-txt-mkt,Phrases,804.298,806.866,vamale-180809-1_LR.eaf,FALSE,va
1,148,ma ja hân ma ja vwa nyain mwa pa ja thamo xhaohmu,Adèle_Transcription-txt-mkt,Phrases,809.319,812.46,vamale-180809-1_LR.eaf,FALSE,va
1,149,thamo xhaohmu a vwa nyain,Adèle_Transcription-txt-mkt,Phrases,813.59,815.455,vamale-180809-1_LR.eaf,FALSE,va
1,150,cama tha bwa cika nyain tha bwa jeune fille hê bwa,Adèle_Transcription-txt-mkt,Phrases,816.55,819.836,vamale-180809-1_LR.eaf,FALSE,va
1,151,xhwaawe thamo,Adèle_Transcription-txt-mkt,Phrases,820.031,821.239,vamale-180809-1_LR.eaf,FALSE,va
2,122,tha vwa tha vwa li sinan a ewanke ka i thamo,Jean_Transcription-txt-mkt,Phrases,830.355,835.301,vamale-180809-1_LR.eaf,TRUE,va
2,123,vaang cama vwa chaavo hai,Jean_Transcription-txt-mkt,Phrases,836.249,838.75,vamale-180809-1_LR.eaf,TRUE,va
2,124,thaloot li,Jean_Transcription-txt-mkt,Phrases,840.582,841.985,vamale-180809-1_LR.eaf,TRUE,va
2,125,li aman ca e,Jean_Transcription-txt-mkt,Phrases,842.995,844.764,vamale-180809-1_LR.eaf,TRUE,va
2,126,na na juu aman?,Jean_Transcription-txt-mkt,Phrases,845.491,846.736,vamale-180809-1_LR.eaf,TRUE,va
2,127,parce que apparemment comme,Jean_Transcription-txt-mkt,Phrases,847.158,848.523,vamale-180809-1_LR.eaf,TRUE,fr
2,128,ko li kon yeen loyauté,Jean_Transcription-txt-mkt,Phrases,848.689,850.788,vamale-180809-1_LR.eaf,TRUE,va
2,129,nengone mare vwa,Jean_Transcription-txt-mkt,Phrases,852.023,855.385,vamale-180809-1_LR.eaf,TRUE,va
2,130,vwa bween aman cama cala i,Jean_Transcription-txt-mkt,Phrases,855.823,859.653,vamale-180809-1_LR.eaf,TRUE,va
2,131,bo vwa chaavo ca i wadan eseekan,Jean_Transcription-txt-mkt,Phrases,860.025,863.529,vamale-180809-1_LR.eaf,TRUE,va
2,132,quand elle a sa règle la première fois la fille à maré y a y a une grande fête pour célebrer ça,Jean_Transcription-txt-mkt,Phrases,866.197,871.472,vamale-180809-1_LR.eaf,TRUE,fr
2,133,<est-ce que c'est important ici ou ça reste plutôt>,Jean_Transcription-txt-mkt,Phrases,871.77,873.932,vamale-180809-1_LR.eaf,TRUE,fr
1,152,ûhû cahni cipa le vwa hê cipa le vwa,Adèle_Transcription-txt-mkt,Phrases,874.137,876.954,vamale-180809-1_LR.eaf,FALSE,va
1,153,surtout les îles abe xhatena,Adèle_Transcription-txt-mkt,Phrases,877.789,879.897,vamale-180809-1_LR.eaf,FALSE,fr
1,154,cahma cahni ûhû,Adèle_Transcription-txt-mkt,Phrases,880.707,881.972,vamale-180809-1_LR.eaf,FALSE,va
2,134,ka i i thamo i apuli a bo,Jean_Transcription-txt-mkt,Phrases,885.036,890.269,vamale-180809-1_LR.eaf,TRUE,va
2,135,i apuli thamo a bo,Jean_Transcription-txt-mkt,Phrases,890.865,894.862,vamale-180809-1_LR.eaf,TRUE,va
2,136,thamo a pa ja xhopwea,Jean_Transcription-txt-mkt,Phrases,895.182,897.194,vamale-180809-1_LR.eaf,TRUE,va
2,137,cama marie hai,Jean_Transcription-txt-mkt,Phrases,898.737,900.866,vamale-180809-1_LR.eaf,TRUE,va
2,138,cama koin i mwan sohmun hai,Jean_Transcription-txt-mkt,Phrases,901.487,904.541,vamale-180809-1_LR.eaf,TRUE,va
1,155,vwa li been le koin mwan sohmun hê après le ja hân le vaaya,Adèle_Transcription-txt-mkt,Phrases,905.895,909.717,vamale-180809-1_LR.eaf,FALSE,fr
1,156,xahni xatoole,Adèle_Transcription-txt-mkt,Phrases,909.995,911.087,vamale-180809-1_LR.eaf,FALSE,va
1,157,hai vwa li been le koin sohmun,Adèle_Transcription-txt-mkt,Phrases,911.455,913.17,vamale-180809-1_LR.eaf,FALSE,va
1,158,vwa i nyaile,Adèle_Transcription-txt-mkt,Phrases,913.397,914.379,vamale-180809-1_LR.eaf,FALSE,va
1,159,hê vwa ca li been,Adèle_Transcription-txt-mkt,Phrases,916.226,917.557,vamale-180809-1_LR.eaf,FALSE,va
1,160,ja sohmun ma i xhwaawe xayu lu e lu e copain copine lu moo lu marie,Adèle_Transcription-txt-mkt,Phrases,917.849,923.142,vamale-180809-1_LR.eaf,FALSE,va
1,161,hê lu ja koin sohmun,Adèle_Transcription-txt-mkt,Phrases,923.529,925.192,vamale-180809-1_LR.eaf,FALSE,va
1,162,ja marie mwa,Adèle_Transcription-txt-mkt,Phrases,926.11,927.62,vamale-180809-1_LR.eaf,FALSE,va
1,163,vwa nyailu,Adèle_Transcription-txt-mkt,Phrases,927.948,928.877,vamale-180809-1_LR.eaf,FALSE,va
2,139,ka goon male,Jean_Transcription-txt-mkt,Phrases,929.43,930.541,vamale-180809-1_LR.eaf,TRUE,va
2,140,moo ma,Jean_Transcription-txt-mkt,Phrases,930.809,931.818,vamale-180809-1_LR.eaf,TRUE,va
2,141,ma xayu,Jean_Transcription-txt-mkt,Phrases,932.05,932.987,vamale-180809-1_LR.eaf,TRUE,va
2,142,nyeet nievit jo,Jean_Transcription-txt-mkt,Phrases,933.477,934.711,vamale-180809-1_LR.eaf,TRUE,va
1,164,cama la la vwa li been le,Adèle_Transcription-txt-mkt,Phrases,936.491,939.069,vamale-180809-1_LR.eaf,FALSE,va
1,165,dix-huit ans hanla dix-neuf,Adèle_Transcription-txt-mkt,Phrases,941.458,943.65,vamale-180809-1_LR.eaf,FALSE,fr
1,166,hai naen go mu xale li been hân numea li been ma le moo,Adèle_Transcription-txt-mkt,Phrases,944.589,947.934,vamale-180809-1_LR.eaf,FALSE,va
1,167,hê bwa juu,Adèle_Transcription-txt-mkt,Phrases,948.158,949.16,vamale-180809-1_LR.eaf,FALSE,va
1,168,xhwaawe le,Adèle_Transcription-txt-mkt,Phrases,949.408,950.474,vamale-180809-1_LR.eaf,FALSE,va
1,169,vwa li been tha le thapoke moo can sohmun,Adèle_Transcription-txt-mkt,Phrases,952.128,954.073,vamale-180809-1_LR.eaf,FALSE,va
2,143,hmwaeke,Jean_Transcription-txt-mkt,Phrases,955.693,956.596,vamale-180809-1_LR.eaf,TRUE,va
1,170,na habu,Adèle_Transcription-txt-mkt,Phrases,956.945,958.698,vamale-180809-1_LR.eaf,FALSE,va
1,171,koin cipa hmwaana,Adèle_Transcription-txt-mkt,Phrases,959.053,960.479,vamale-180809-1_LR.eaf,FALSE,va
1,172,habu ma a go bwa koin sohmun a go bwa,Adèle_Transcription-txt-mkt,Phrases,961.096,964.297,vamale-180809-1_LR.eaf,FALSE,va
1,173,après go bwa moo ma i xayu,Adèle_Transcription-txt-mkt,Phrases,964.864,966.848,vamale-180809-1_LR.eaf,FALSE,va
1,174,ve tha vwa li been habu le mu mö sohmun le,Adèle_Transcription-txt-mkt,Phrases,969.564,972.889,vamale-180809-1_LR.eaf,FALSE,va
2,144,ka,Jean_Transcription-txt-mkt,Phrases,974.802,976.175,vamale-180809-1_LR.eaf,TRUE,va
2,145,comment on dit choisir déjà?,Jean_Transcription-txt-mkt,Phrases,977.866,978.949,vamale-180809-1_LR.eaf,TRUE,va
1,175,go thâmwi,Adèle_Transcription-txt-mkt,Phrases,981.257,982.358,vamale-180809-1_LR.eaf,FALSE,va
1,176,go thâmwi,Adèle_Transcription-txt-mkt,Phrases,982.968,984.491,vamale-180809-1_LR.eaf,FALSE,va
2,146,go thâmwi i xatoon,Jean_Transcription-txt-mkt,Phrases,985.542,986.881,vamale-180809-1_LR.eaf,TRUE,va
2,147,naen go,Jean_Transcription-txt-mkt,Phrases,987.367,988.092,vamale-180809-1_LR.eaf,TRUE,va
2,148,goon ma go vwa,Jean_Transcription-txt-mkt,Phrases,988.373,989.497,vamale-180809-1_LR.eaf,TRUE,va
2,149,goon ma go vwa hato,Jean_Transcription-txt-mkt,Phrases,990.366,993.12,vamale-180809-1_LR.eaf,TRUE,va
1,177,hê cama tha gau moo ma eca hê hmwakan gau moo ma eca thamo tha go xaahni eca thamo,Adèle_Transcription-txt-mkt,Phrases,993.321,997.973,vamale-180809-1_LR.eaf,FALSE,va
1,178,hê tha go tha mu,Adèle_Transcription-txt-mkt,Phrases,998.26,999.5,vamale-180809-1_LR.eaf,FALSE,va
1,179,eca thamo a nyimam koon,Adèle_Transcription-txt-mkt,Phrases,999.9,1001.575,vamale-180809-1_LR.eaf,FALSE,va
2,150,ka,Jean_Transcription-txt-mkt,Phrases,1002.322,1003.253,vamale-180809-1_LR.eaf,TRUE,va
2,151,habu li na li xhaohmu a,Jean_Transcription-txt-mkt,Phrases,1004.272,1007.462,vamale-180809-1_LR.eaf,TRUE,va
2,152,na ewanke nyeet,Jean_Transcription-txt-mkt,Phrases,1008.124,1010.978,vamale-180809-1_LR.eaf,TRUE,va
1,180,tha hmwakan xahut <aux îles>,Adèle_Transcription-txt-mkt,Phrases,1027.57,1028.984,vamale-180809-1_LR.eaf,FALSE,va
1,181,xaleke le mu xhailake,Adèle_Transcription-txt-mkt,Phrases,1029.436,1030.725,vamale-180809-1_LR.eaf,FALSE,va
1,182,kon après vwa li been le ila,Adèle_Transcription-txt-mkt,Phrases,1031.169,1032.963,vamale-180809-1_LR.eaf,FALSE,fr
1,183,après le o marie,Adèle_Transcription-txt-mkt,Phrases,1033.501,1034.67,vamale-180809-1_LR.eaf,FALSE,fr
1,184,après go tenapi le cipa lu moo mwa hê cipa lu moo mwa,Adèle_Transcription-txt-mkt,Phrases,1035.006,1038.382,vamale-180809-1_LR.eaf,FALSE,fr
1,185,hmwaena le ju vwa li coutume le juu le juu gaspillé,Adèle_Transcription-txt-mkt,Phrases,1039.352,1043.069,vamale-180809-1_LR.eaf,FALSE,fr
1,186,hê vwa li been xada a mu moo ma ca se thamo lu moo ma ca se xayu,Adèle_Transcription-txt-mkt,Phrases,1044.657,1049.18,vamale-180809-1_LR.eaf,FALSE,va
1,187,le cipa le hnyimake li coutume hê ma à l'église xaleke,Adèle_Transcription-txt-mkt,Phrases,1051.152,1054.72,vamale-180809-1_LR.eaf,FALSE,va
1,188,ko tha va ja vwa oui jusqu'à la mort,Adèle_Transcription-txt-mkt,Phrases,1055.204,1057.3,vamale-180809-1_LR.eaf,FALSE,fr
1,189,koi vwa li been a le mu ma wanke,Adèle_Transcription-txt-mkt,Phrases,1057.689,1059.548,vamale-180809-1_LR.eaf,FALSE,va
1,190,hê le wanke li,Adèle_Transcription-txt-mkt,Phrases,1059.861,1060.862,vamale-180809-1_LR.eaf,FALSE,va
2,153,go bo,Jean_Transcription-txt-mkt,Phrases,1060.896,1061.868,vamale-180809-1_LR.eaf,TRUE,va
2,154,go bo tena li jaxhut ko i,Jean_Transcription-txt-mkt,Phrases,1062.976,1065.436,vamale-180809-1_LR.eaf,TRUE,va
2,155,i se thamo a calap ka na i sitekenea a i beenea,Jean_Transcription-txt-mkt,Phrases,1065.829,1071.298,vamale-180809-1_LR.eaf,TRUE,va
1,191,ena,Adèle_Transcription-txt-mkt,Phrases,1067.382,1067.924,vamale-180809-1_LR.eaf,FALSE,va
1,192,ena,Adèle_Transcription-txt-mkt,Phrases,1069.336,1070.03,vamale-180809-1_LR.eaf,FALSE,va
2,156,obligé ma,Jean_Transcription-txt-mkt,Phrases,1072.01,1073.175,vamale-180809-1_LR.eaf,TRUE,va
2,157,a fe i,Jean_Transcription-txt-mkt,Phrases,1073.485,1074.275,vamale-180809-1_LR.eaf,TRUE,va
2,158,ka kavi cahni,Jean_Transcription-txt-mkt,Phrases,1077.999,1079.951,vamale-180809-1_LR.eaf,TRUE,va
2,159,na wanke nyeet i,Jean_Transcription-txt-mkt,Phrases,1080.58,1082.702,vamale-180809-1_LR.eaf,TRUE,va
2,160,i inyam par exemple,Jean_Transcription-txt-mkt,Phrases,1083.579,1084.765,vamale-180809-1_LR.eaf,TRUE,fr
1,193,go vi camabe cami uvu mwa,Adèle_Transcription-txt-mkt,Phrases,1085.775,1087.939,vamale-180809-1_LR.eaf,FALSE,va
2,161,non c'est ta,Jean_Transcription-txt-mkt,Phrases,1088.19,1090.573,vamale-180809-1_LR.eaf,TRUE,va
2,162,nyanya,Jean_Transcription-txt-mkt,Phrases,1091.32,1092.163,vamale-180809-1_LR.eaf,TRUE,va
